id,title,overview,premiere_date,popularity,genre,country_origin,original_language,rating,votes
1840,Friday the 13th: The Series,Micki and Ryan with the help of their friend Jack try to recover cursed antiques so they can store them in safety inside the antique store's vault.,10/3/87,6.5883,"Mystery, Sci-Fi & Fantasy, Drama","Canada, United States",English,7.3,224
1841,30 Coins,"Father Vergara—an exorcist, boxer and ex-convict—lives in a remote village in Spain. Hoping to be lost and forgotten, Vergara’s demons catch up to him.",11/29/20,5.7277,"Crime, Mystery, Drama",Spain,Spanish,7.3,627
1842,Timon and Pumbaa,"Set after the events of the ""The Lion King,"" follow Timon and Pumbaa as they go on misadventures in the jungle, as well as across the globe in various.",9/8/95,12.7843,"Animation, Comedy, Kids, Family",United States,English,7.25,649
1843,GANTZ,"If you are chosen by the bizarre black sphere known as the Gantz, you are already dead—yet you might be able to reclaim your mortality. First, the Gantz demands that you undertake brutal missions of madness, killing aliens hidden among the population. It is your only chance and you have no choice. You must play this disturbing game. And if you die again—and you likely will—it’s permanent.",4/13/04,7.5377,"Animation, Action & Adventure, Sci-Fi & Fantasy",Japan,Japanese,7.245,294
1844,Totally Spies!,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",4/3/02,18.2953,"Animation, Kids, Comedy, Action & Adventure",France,French,7.2,253
1845,The 8 Show,Eight individuals trapped in a mysterious 8-story building participate in a tempting but dangerous show where they earn money as time passes.,5/17/24,5.6724,"Drama, Mystery",South Korea,Korean,7.247,291
1846,Sanctuary,"The adventures of the beautiful, enigmatic and always surprising Dr. Helen Magnus, a brilliant scientist who holds the secrets of a clandestine population called Abnormals—a group of strange and sometimes terrifying beings that hide among humans. Magnus seeks to protect this threatened phenomena as well as unlock the mysteries behind their existence.",10/3/08,9.3483,"Action & Adventure, Sci-Fi & Fantasy",United States,English,7.246,280
1847,The War Next-door,"When two antagonistic families end up living next door in a posh neighborhood, the matriarchs ensue a full-scale war of unintended consequences.",7/7/21,0.7527,Comedy,Mexico,Spanish,7.2,268
1848,Charmed,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",10/14/18,7.0283,"Drama, Sci-Fi & Fantasy",United States,English,7.2,473
1849,Bored to Death,"Jonathan Ames, a young Brooklyn writer, is feeling lost. He's just gone through a painful break-up, thanks in part to his drinking, can't write his second novel, and carouses too much with his magazine editor. Rather than face reality, Jonathan turns instead to his fantasies — moonlighting as a private detective — because he wants to be a hero and a man of action.",9/20/09,4.5245,"Comedy, Crime, Mystery, Drama",United States,English,7.244,262
1850,Maria Mercedes,"María Mercedes, a poor girl who sells lottery tickets, meets a rich man who hates his own family and sees in María Mercedes an opportunity to make their lives miserable.",9/14/92,2.3305,"Drama, Soap",Mexico,Spanish,7.2,225
1851,Nikita,"Nikita will stop at nothing to expose and destroy Division, the secret U.S. agency who trained her as a spy and assassin.",9/9/10,20.624,"Drama, Action & Adventure",United States,English,7.243,500
1852,We Baby Bears,"Follow Grizz, Panda and Ice Bear – as their younger baby selves – traveling in a magical box to fantastic new worlds searching for a place to call home. Along the way, they meet new friends, learn a few lessons and discover that “home” can mean wherever they are, as long as they’re together.",1/1/22,10.1815,"Animation, Family, Comedy, Kids",United States,English,7.2,273
1853,Kung Fu Panda: The Paws of Destiny,"As the Dragon Master, Po has endured his fair share of epic challenges but nothing could prepare him for his greatest one yet-as a Kung Fu teacher to a group of rambunctious kids from Panda Village who have been imbued with a mysterious and powerful chi energy. Together they embark on amazing adventures, battle ferocious villains, and become legends!",11/15/18,2.8166,"Animation, Kids, Family, Action & Adventure, Comedy",United States,English,7.2,875
1854,Without a Trace,The series follows the ventures of a Missing Persons Unit of the FBI in New York City.,9/26/02,26.1501,"Crime, Mystery, Action & Adventure, Drama",United States,English,7.2,268
1855,The Croods: Family Tree,"Two very different families join forces to create a new community, an us-against-the-world, cave person co-op on the most amazing farm in the history of prehistory!",9/23/21,6.2596,"Animation, Family, Action & Adventure, Comedy",United States,English,7.239,752
1856,Messiah,A wary CIA officer investigates a charismatic man who sparks a spiritual movement and stirs political unrest. Who exactly is he? And what does he want?,1/1/20,3.5521,Drama,United States,English,7.239,404
1857,The English,"An aristocratic Englishwoman, Lady Cornelia Locke, arrives into the new and wild landscape of the American West to wreak revenge on the man she sees as responsible for the death of her son.",11/10/22,6.1383,"Drama, Western",United Kingdom,English,7.238,214
1858,Pam & Tommy,This comedic series takes on the true story behind the release of the first ever viral video in history — the sex tape of Pamela Anderson and Tommy Lee.,2/2/22,4.3746,"Comedy, Drama",United States,English,7.2,283
1859,Brickleberry,"Brickleberry National Park is facing closure, but not if the park’s dysfunctional park rangers can help it!

“Brickleberry,” an animated half-hour series, follows the crazy bunch of park rangers as they do their worst to keep the park running. Steve (David Herman) has been “Ranger of the Month” every month for years, so he feels threatened when Ethel (Natasha Leggero) is transferred from Yellowstone National Park to help whip the park into shape. Connie (Roger Black) and Denzel (Jerry Minor) are two unique rangers that each bring special skills (or in Denzel’s case, lack of skills) to the job, and Woody (Tom Kenny) is the hapless Head Ranger who puts nothing above his beloved park, except his adopted bear cub, Malloy (Daniel Tosh), who he’s taken in and spoils to death.",9/25/12,7.2272,"Comedy, Animation",United States,English,7.233,232
1860,Call Me Bruna,"Raquel is a girl, adopted by an upper-middle-class family, who rebelled at 17 and left her family and studies at a traditional college in São Paulo to become a prostitute.",10/8/16,2.3049,Drama,Brazil,Portuguese,7.2,407
1861,Dollhouse,"Echo is a member of a highly illegal and underground group of individuals whose personalities have been wiped clean so they can be imprinted with any number of new personas. Confined between missions to a secret facility known as the Dollhouse, the ""Actives"" are hired by the wealthy, powerful and connected to wholly become—with mind, personality and physiology—whomever the client wants or needs them to be. They know no other life than the specific engagements they are in at that time—or do they?",2/13/09,8.2784,"Action & Adventure, Drama, Sci-Fi & Fantasy",United States,English,7.2,473
1862,xxxHOLiC,"Kimihiro Watanuki is a high school student plagued by ayakashi spirits, both of which are invisible to everyone else but him. The series begins when Watanuki stumbles, seemingly by chance, into a shop that grants wishes. The shop is owned by Yūko Ichihara, a mysterious witch of many names and esoteric renown. For a price, she offers to grant Watanuki's wish to be rid of the spirits. The price, according to Yūko, must be of equal value; so, as payment, he must become Yūko's temporary, part-time cook and housekeeper.",4/6/06,7.8095,"Animation, Sci-Fi & Fantasy",Japan,Japanese,7.2,791
1863,KAOS,"As discord reigns on Mount Olympus and almighty Zeus spirals into paranoia, three mortals are destined to reshape the future of humankind.",8/29/24,6.4922,"Comedy, Sci-Fi & Fantasy, Drama",United Kingdom,English,7.228,309
1864,Perry Mason,"Set in 1932 Los Angeles, the series focuses on the origin story of famed defense lawyer Perry Mason. Living check-to-check as a low-rent private investigator, Mason is haunted by his wartime experiences in France and suffering the effects of a broken marriage. L.A. is booming while the rest of the country recovers from the Great Depression — but a kidnapping gone very wrong leads to Mason exposing a fractured city as he uncovers the truth of the crime.",6/21/20,7.3143,"Drama, Mystery, Crime",United States,English,7.2,347
1865,Dan Brown's The Lost Symbol,"The early adventures of young Harvard symbologist Robert Langdon, who must solve a series of deadly puzzles to save his kidnapped mentor and thwart a chilling global conspiracy.",9/16/21,2.6574,"Action & Adventure, Drama, Mystery",United States,English,7.2,399
